1;33023;00:15:00
1;33041;00:15:00
1;33034;00:22:00
1;33069;00:24:00
1;33016;00:15:00
1;33004;00:10:00
2;33048;00:30:00
2;33061;00:25:00
2;33075;00:15:00
2;33062;00:35:00
2;33063;00:30:00
2;33074;00:20:00
2;33070;00:25:00
2;33041;00:20:00
3;33017;00:15:00
3;33070;00:20:00
3;33023;00:15:00
3;33041;00:15:00
3;33034;00:25:00
